店家代號,2022年1月,2022年2月,2022年3月,2022年4月,2022年5月,2022年6月,2022年7月,2022年8月,2022年9月,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月
42,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,10,10,0,0,0,10,0,0,0,10,0,10,0,0,10,0,0,10,0
44,0,0,12,5,0,20,10,0,10,10,0,5,20,5,0,40,0,0,10,0,20
45,20,0,0,20,0,0,0,20,0,20,0,0,0,20,0,0,20,20,0,0,20
46,10,0,10,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,20
47,0,10,0,90,0,0,0,0,0,15,15,0,20,10,10,0,10,20,0,0,0
48,10,0,10,0,10,0,0,10,5,10,10,0,20,10,20,10,20,0,0,0,10
49,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
50,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
51,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,6,0,0,0,0
52,0,0,0,100,0,0,0,0,0,20,10,20,40,0,160,0,0,0,0,0,0
53,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0
54,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
57,0,20,0,20,0,20,10,10,5,10,5,2,20,20,15,30,0,0,10,0,10
59,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
60,0,40,10,58,0,0,0,0,0,50,10,25,40,10,20,90,0,0,0,0,0
62,0,0,0,0,0,0,3,0,0,3,0,1,0,2,0,5,0,0,0,0,0
63,0,0,0,10,0,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,0
64,19,7,14,21,6,11,11,18,3,10,24,7,13,18,20,15,8,13,24,2,5
65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,30,60,160,830,0,0,0,0,0,0,0,0,280,110,100,150,500,-100,0,0,0
67,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
69,0,10,10,0,0,0,20,20,20,0,0,20,30,0,0,10,0,30,0,0,0
70,0,20,0,80,0,0,0,0,0,10,0,5,20,10,20,20,0,0,0,10,0
71,0,2,0,7,0,0,3,0,0,0,4,0,6,0,2,0,0,0,0,3,0
72,0,0,0,5,0,5,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,2,3,0,0,0,10,10,0,3,0,0,3,0,3,0
74,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0
75,0,3,0,3,7,0,0,0,0,0,3,0,4,0,4,4,3,2,0,2,3
76,0,0,0,10,0,0,20,0,0,10,0,0,10,10,20,0,0,0,0,20,0
77,0,5,0,2,3,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
78,0,3,2,0,2,0,3,0,0,0,4,0,1,1,3,0,0,4,0,5,0
79,21,0,0,2,0,0,0,0,2,0,0,10,32,0,0,0,0,42,0,0,0
80,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0
81,0,20,0,10,0,0,0,5,10,0,0,0,20,0,20,0,0,0,0,0,0
82,0,0,4,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0
83,0,0,0,0,0,10,0,0,0,0,0,0,10,10,7,0,0,0,0,0,0
84,0,15,0,0,10,0,0,10,0,10,0,10,30,0,0,0,0,20,0,0,15
85,0,13,0,0,7,0,10,4,5,0,5,10,3,0,12,0,0,6,0,0,0
86,0,0,0,0,0,0,0,0,0,0,30,70,60,30,60,0,0,0,30,10,70
87,0,10,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0
88,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0
89,100,200,600,400,0,0,0,0,0,300,0,150,300,200,400,300,0,0,0,100,100
90,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,7,0,6,10,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0
93,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,5,0,6,0,0,4,0,0,0,0,0,0,5,0,5,0,0,5,0
96,0,0,20,0,20,0,0,0,0,10,0,0,20,0,0,20,10,10,0,0,10
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
100,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,0,2,0,0,0,0,0,0,0,2,2,1,3,3,0,2,4,0,0,3
102,10,0,0,10,0,0,0,0,0,0,10,0,10,10,20,0,0,0,0,0,0
103,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,0
104,2,9,0,40,0,0,0,0,0,0,6,0,5,0,21,0,0,0,2,0,8
105,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0
106,0,0,3,0,10,0,0,0,8,5,5,0,3,10,3,0,4,0,5,0,5
107,0,0,5,0,0,0,6,0,1,3,0,0,0,0,0,7,0,0,0,4,0
109,0,5,4,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0
110,0,3,0,0,0,4,0,0,0,4,0,2,10,0,14,0,0,0,0,5,5
111,10,10,0,20,13,0,0,0,0,0,10,20,10,10,0,10,5,0,15,0,10
112,5,12,0,0,1,3,4,2,4,4,4,2,12,12,0,0,0,5,0,5,0
113,2,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
115,0,5,0,2,0,0,0,4,2,0,0,0,6,0,0,8,5,0,10,0,0
116,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,7,10,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
120,0,0,150,50,0,0,6,0,0,30,0,25,80,130,50,0,0,0,0,0,0
121,0,0,0,0,0,0,0,5,0,10,0,0,0,0,10,0,0,0,0,0,0
122,0,0,15,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0
123,0,0,7,0,0,0,0,8,0,0,0,0,8,6,0,0,0,9,0,0,7
124,0,0,2,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,15,0,0,20,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0
126,1,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0
128,20,20,10,40,20,10,10,20,10,10,20,20,40,30,20,10,20,30,10,10,20
129,20,10,40,20,20,10,0,10,10,20,10,20,20,20,30,0,10,20,10,10,0
130,50,50,50,0,100,50,50,50,20,50,0,20,80,50,50,50,0,50,30,80,0
131,0,0,16,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0
132,0,0,0,3,8,0,0,0,0,0,0,0,3,0,2,0,0,0,5,0,0
133,0,0,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,10
134,0,10,0,0,10,10,0,0,10,10,0,0,10,0,10,0,0,0,0,0,10
135,10,0,2,5,2,3,4,5,2,7,2,4,0,5,2,0,5,1,0,4,1
136,0,40,80,80,0,0,0,0,0,0,0,20,50,50,90,0,0,0,0,0,0
137,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
138,0,0,4,0,0,1,0,3,0,0,5,0,2,0,0,0,0,0,0,0,4
139,3,12,0,12,4,5,1,1,8,0,6,3,7,14,3,0,0,5,0,1,1
140,0,10,20,0,0,10,0,20,0,0,0,10,20,20,20,0,0,30,0,30,0
141,10,0,30,0,0,0,10,0,4,0,0,10,10,0,15,0,0,10,10,0,0
142,11,0,0,4,0,0,0,0,0,0,5,0,0,0,0,10,0,5,0,0,23
143,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,10,0
145,0,3,0,0,0,5,0,0,3,2,0,0,3,3,0,0,0,0,0,0,3
146,0,10,0,12,0,0,0,0,2,4,4,0,10,7,0,0,4,4,-2,5,0
147,0,10,0,0,10,5,10,0,0,0,0,0,10,0,20,0,0,0,0,10,10
148,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0
149,0,8,6,16,0,0,0,0,0,10,0,5,10,0,10,0,10,0,5,5,0
150,0,20,0,0,0,0,0,0,5,0,0,5,10,0,0,0,0,5,0,5,0
151,10,0,40,70,0,0,0,0,0,0,0,0,40,0,55,0,0,0,20,10,20
152,4,12,0,16,0,16,14,0,0,0,0,0,0,0,10,0,8,10,5,0,5
153,0,0,5,9,0,0,3,7,0,5,5,0,5,5,9,0,0,0,0,0,12
154,0,5,0,5,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0
155,0,0,0,4,1,0,4,0,3,0,0,3,2,2,0,2,0,2,0,2,0
156,0,20,20,40,0,0,0,10,30,0,10,0,30,0,20,0,0,20,20,0,0
157,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,6,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0
159,60,20,50,330,0,0,0,0,0,0,0,0,40,30,130,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0
161,3,2,0,0,0,0,6,0,4,0,5,0,0,0,0,0,0,0,5,0,0
162,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
163,10,0,7,0,5,0,0,10,0,5,0,10,0,10,0,15,0,0,10,0,0
164,2,0,1,2,0,0,0,0,3,0,1,0,1,0,2,0,1,0,0,0,0
165,2,8,2,7,0,2,0,6,0,2,2,6,11,0,4,0,1,2,0,4,3
167,0,20,0,50,0,0,0,0,0,0,5,0,10,10,20,0,0,3,10,0,0
168,10,20,0,20,0,0,0,0,0,0,0,10,20,20,0,0,0,0,0,0,0
169,5,0,0,5,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0
170,0,5,0,20,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
172,5,0,15,0,0,0,0,10,15,0,0,0,20,0,5,7,0,10,10,0,10
173,10,20,20,30,10,20,10,20,20,20,10,20,10,20,20,20,10,20,20,10,20
174,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
176,0,0,0,14,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
177,10,0,9,10,0,0,0,0,0,0,0,10,5,0,20,0,0,0,0,4,0
178,10,10,20,10,10,10,0,10,10,10,10,10,10,10,20,10,0,10,20,10,0
179,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,0,0,5,0,0,0,0,3,0,0,0,4,3,0,0,4,0,0,4,0
181,0,0,0,15,0,5,0,5,10,10,0,0,10,10,10,10,0,5,5,0,10
182,0,10,10,10,15,0,20,-4,4,0,10,10,10,10,20,0,0,0,0,10,10
183,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
184,20,0,0,20,0,0,10,0,0,0,0,20,0,0,10,20,0,0,10,0,0
185,0,3,0,0,0,0,0,0,0,0,0,1,3,4,0,10,0,0,0,3,150
186,4,0,5,12,0,0,0,2,0,0,5,0,10,0,15,0,0,0,0,0,0
187,2,1,0,5,0,2,2,0,0,4,0,0,0,3,1,2,2,0,0,0,2
188,5,2,20,25,0,0,5,5,3,15,5,5,20,0,21,1,5,10,5,0,3
189,0,0,10,10,0,0,0,0,0,0,10,4,10,5,20,0,0,0,0,0,0
190,5,10,5,10,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,0
191,0,20,0,30,0,0,0,0,0,2,0,6,10,0,20,0,0,0,0,0,0
192,0,0,6,0,2,0,0,0,0,6,-2,0,5,0,6,0,0,3,0,6,1
193,0,0,0,0,0,0,1,10,0,0,0,0,0,5,0,0,3,0,3,0,10
194,9,0,10,15,0,0,3,3,5,10,6,0,10,10,10,0,2,0,4,4,0
195,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0
196,0,0,0,15,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,10,0
197,4,10,0,0,0,5,0,1,3,0,3,0,10,0,0,0,0,2,0,6,0
198,10,20,10,35,0,10,7,13,5,5,10,12,20,15,0,12,13,10,17,18,10
199,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0
200,1,0,3,0,0,0,3,3,0,0,1,0,2,0,0,2,0,0,3,0,0
202,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,10,0,0
203,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
204,6,6,3,6,5,3,5,2,6,0,3,4,9,3,4,5,0,7,7,3,2
206,3,20,20,30,0,0,0,0,6,5,5,0,30,5,40,0,0,0,0,5,2
207,20,0,0,55,8,20,16,10,10,10,0,10,10,15,10,30,0,10,0,10,0
208,6,0,20,30,0,0,0,0,0,0,7,0,10,13,31,20,0,5,0,0,0
209,0,1,0,3,0,5,1,0,5,0,0,0,2,0,0,4,0,0,0,0,0
210,0,0,0,5,0,0,0,0,0,0,0,0,10,5,10,0,0,0,0,0,3
211,10,0,0,5,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,10,0
212,3,0,0,0,0,0,0,0,0,0,5,0,2,0,5,2,1,0,0,0,3
213,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
214,20,20,10,30,20,10,20,0,20,10,0,20,50,10,0,30,20,0,20,20,0
215,22,20,60,60,0,0,3,5,2,4,0,4,5,2,67,2,4,6,4,25,15
216,10,10,0,0,0,30,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,9,2,15,5,0,6,4,8,6,0,4
218,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,9,0,0,3,0,0,10,0,0,0,2,0,1,0,5,0,3,5,5,0
221,0,0,0,0,0,1,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
223,12,10,10,5,0,0,5,0,10,5,0,7,16,13,5,10,3,5,2,5,8
224,1,3,7,8,0,3,0,0,3,1,0,7,4,4,0,11,3,0,0,6,4
225,20,20,80,250,0,0,0,0,0,0,0,0,300,50,0,430,0,0,0,0,0
226,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
227,10,0,8,11,0,4,6,0,3,5,8,2,8,8,20,0,0,0,8,5,3
228,0,5,0,6,0,0,0,0,0,0,0,0,2,0,4,0,3,0,2,0,1
229,0,3,0,6,0,0,3,0,0,2,2,0,2,8,6,0,0,0,0,1,0
230,0,0,4,5,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,2
231,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
232,25,0,15,55,0,40,0,20,10,20,0,20,10,20,15,20,0,15,30,10,15
233,0,20,0,0,0,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,5
234,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
235,0,0,0,5,0,0,0,0,5,4,0,0,3,3,3,0,0,5,0,0,3
236,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
237,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,6,0,5,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0
239,4,0,0,0,3,1,0,0,0,2,0,3,3,2,0,0,2,0,0,3,0
240,0,10,0,10,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
242,5,6,10,15,0,0,12,1,6,3,3,1,10,8,10,0,5,4,0,2,5
243,0,1,0,5,0,2,1,0,0,0,1,3,0,2,0,2,0,0,1,0,0
244,10,0,5,5,0,0,0,0,0,5,0,0,10,0,10,5,0,0,0,0,0
245,0,0,0,20,0,0,0,0,20,0,0,0,10,0,10,0,0,10,0,20,0
246,0,5,0,0,0,10,0,0,5,0,3,3,7,8,0,5,0,0,0,0,0
247,0,0,30,0,10,10,0,10,0,0,10,10,10,20,0,0,10,10,10,0,0
248,10,11,30,30,10,0,20,10,8,24,17,16,20,15,30,0,14,15,13,13,19
249,5,0,15,0,0,6,3,3,5,6,0,0,15,10,3,0,0,2,5,4,5
250,0,0,4,7,0,0,0,0,0,0,0,2,1,0,8,0,0,2,0,3,12
251,0,0,0,40,0,0,0,0,20,0,10,0,10,120,0,0,0,0,0,0,10
252,0,0,2,8,0,0,0,0,0,0,0,4,4,0,21,0,0,0,0,0,0
253,0,15,0,20,7,0,0,0,6,6,0,10,0,10,0,10,0,5,0,5,10
254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,2,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
256,10,10,15,20,0,10,0,20,0,0,0,6,15,15,20,0,0,10,0,10,5
257,4,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0
258,0,20,0,30,0,0,0,0,0,0,0,5,20,0,0,0,0,0,7,8,2
260,0,10,0,10,20,0,0,0,0,0,5,5,10,0,20,0,0,0,0,0,10
261,5,0,0,20,0,0,0,0,0,4,6,0,5,0,10,0,0,0,2,0,0
262,0,0,4,0,0,3,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0
263,7,5,5,15,0,4,10,4,1,5,5,8,13,5,8,2,8,6,0,11,10
264,0,5,10,10,3,5,2,2,5,0,6,6,12,6,3,5,3,3,2,0,4
265,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0
266,0,0,5,0,0,10,0,0,0,10,0,0,4,0,0,7,10,0,0,0,5
269,0,5,0,0,0,10,0,0,0,0,5,0,0,0,10,0,0,0,0,5,0
270,8,0,8,7,0,0,0,0,5,0,0,6,6,0,0,5,3,0,2,0,4
271,2,0,10,20,0,0,2,3,0,6,0,0,3,12,11,3,0,6,0,12,0
272,0,0,9,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,9
273,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
274,0,0,10,0,0,0,0,0,0,0,10,0,10,15,0,10,0,10,5,5,15
275,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,4,0,0,0,3,0
276,10,10,5,0,5,10,3,5,8,0,4,3,10,15,10,5,10,3,4,18,5
277,0,0,20,10,0,0,0,0,40,0,0,0,10,40,20,30,0,0,0,0,0
278,30,0,70,20,20,0,20,10,0,0,20,20,20,20,10,30,20,20,0,10,10
279,0,2,0,6,5,0,0,4,2,0,10,0,2,8,0,0,0,0,8,0,4
281,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,6,6,3,4,1,0,0,0,0,0,0,0,3,0,0,0,3,0,3,2
283,0,0,3,0,2,0,2,0,2,0,3,0,10,11,1,1,4,3,1,3,1
284,0,0,0,7,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,4
285,10,0,10,10,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0
286,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0
288,0,10,0,55,10,0,0,0,0,11,3,0,10,0,15,0,0,10,3,0,3
289,0,0,10,10,20,0,0,0,0,0,10,0,10,0,5,3,3,0,13,5,4
290,7,5,0,10,0,2,5,10,0,0,7,8,14,15,0,8,2,2,3,5,0
291,0,0,10,15,0,0,0,0,0,0,0,0,20,0,10,0,0,10,0,0,10
292,0,0,0,0,0,8,0,0,2,0,8,0,5,0,0,0,0,0,0,8,0
293,0,20,0,0,0,0,0,5,0,6,0,0,5,5,8,0,0,0,4,0,0
295,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,3,0,10
296,10,0,0,20,0,0,0,0,0,0,5,0,10,10,10,0,0,0,0,0,0
297,0,15,0,0,0,5,0,5,0,0,10,0,0,12,0,3,0,0,12,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,10,0,0,10,10,0,0,10,10,0,0,10,10,10,0,0,10,10,0,10
300,0,11,0,13,0,0,7,9,0,0,6,1,10,3,17,4,0,6,0,5,0
301,10,0,10,20,0,0,0,0,0,0,0,8,5,0,20,0,0,0,0,0,5
302,0,0,0,18,0,0,0,0,0,0,0,8,4,0,10,0,0,0,0,0,14
303,0,0,0,5,0,0,0,0,0,0,0,5,0,2,0,0,4,0,0,0,2
304,0,210,50,250,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,0
305,0,17,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0
306,0,0,0,1,4,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,3
307,7,0,10,0,1,4,5,0,9,0,5,8,6,0,0,8,0,5,4,0,5
309,0,4,0,5,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
310,0,0,2,1,0,3,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0
311,0,0,10,0,2,0,0,5,0,0,0,5,5,0,5,0,0,3,0,0,5
312,0,13,2,10,21,0,0,0,0,5,7,19,3,9,18,0,0,15,0,6,1
313,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
315,10,10,13,25,15,0,0,0,10,0,10,5,15,5,20,0,0,5,12,9,0
316,0,0,5,5,0,10,0,0,0,0,0,0,4,0,6,0,0,5,0,5,10
317,0,2,3,4,0,0,0,0,2,0,0,2,1,0,1,0,1,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
319,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
320,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
321,0,0,0,0,0,0,2,0,2,0,0,0,0,10,0,0,3,0,0,2,0
322,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
323,0,0,0,0,0,0,2,0,0,0,0,2,0,0,15,0,0,0,0,0,4
324,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
325,0,5,0,4,0,0,0,5,0,0,0,0,2,3,0,2,0,3,0,0,5
326,6,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,5,0,0
327,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
328,0,10,0,30,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,10,0
329,10,0,0,0,0,5,15,0,0,10,5,0,5,5,0,0,0,0,0,5,0
330,14,9,7,0,0,0,0,5,0,0,4,6,15,9,1,10,10,4,5,10,3
331,10,0,0,20,0,0,0,20,0,10,10,0,10,10,0,0,0,0,10,0,0
332,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0
