店家代號,2022年1月,2022年2月,2022年3月,2022年4月,2022年5月,2022年6月,2022年7月,2022年8月,2022年9月,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月
559,0,0,5,2,0,5,0,7,10,0,0,0,0,0,0,0,0,0,8,0,10
561,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
562,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
572,7,0,35,0,0,0,0,0,1,0,0,5,12,5,0,0,3,0,0,0,0
573,20,10,0,20,0,10,0,10,0,20,10,0,10,20,0,0,20,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
584,0,0,3,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,10,0,0
589,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
605,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
610,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
625,0,20,3,30,0,0,0,0,0,0,0,0,30,0,50,0,0,0,10,10,0
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,2
637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
643,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0
644,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,0,0,40,20,11,0,0,0,0,31,0,10,20,0,0,0,0,0,0,0,0
649,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
664,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
670,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
675,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
687,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
688,50,0,65,30,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,0
691,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,10,0,14,0,5,0,10,0,0,0,0,0,20,0,0,0,20,0,0,0,0
696,0,0,0,10,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0
697,0,0,0,5,30,0,0,0,0,0,5,0,0,0,0,0,60,0,4,0,3
703,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
708,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0
722,0,0,3,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
735,2,4,0,5,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,0,0
739,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,2,0
742,0,0,200,0,0,0,0,0,0,60,20,0,200,0,0,0,500,0,0,0,0
743,0,0,0,400,0,0,0,0,0,0,0,110,0,100,0,0,0,0,0,0,0
745,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
749,0,0,0,0,0,0,0,0,0,0,20,0,0,100,0,0,0,0,5,0,0
750,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0
753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0
759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
768,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
770,1,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0
772,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
780,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,2,0,0,0,0,2,0,5,0,5,15,0,0,0,0,0,0,0
831,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
850,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,0,0,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
